Nama,Gender,Tinggal_Dengan,Status_Kerja,Biaya,Tgl_Daftar_Kuliah,Alamat,UKM,Organisasi_Kampus,Lama_Kuliah,Fakultas,Jenis_Kelulusan
Peter Watt,Wanita,Kos,True,Beasiswa,2008,Bogor,Tidak,False,4.0,FIKOM,Tepat Waktu
Peter Weston,Wanita,Orang Tua,True,Beasiswa,2007,Karawang,Olahraga,False,6.5,FIKOM,Telat
Peter Willson,Wanita,Kos,False,Mandiri,2007,Serang,Tidak,True,4.5,FT,Telat
Peter Wise,Wanita,Orang Tua,True,Orang Tua,2007,Tangerang,Tidak,True,7.0,DKV,Telat
Peyton Adler,Wanita,Sendiri,True,Beasiswa,2007,Bekasi,Tidak,False,3.5,FT,Cepat
Peyton Aldridge,Wanita,Kos,True,Orang Tua,2007,Bogor,Seni,False,4.5,FISIP,Telat
Peyton Carson,Wanita,Sendiri,False,Mandiri,2009,Karawang,Keilmuan,False,5.5,FISIP,Telat
Peyton Daniells,Wanita,Sendiri,False,Orang Tua,2009,Karawang,Olahraga,False,6.5,FIKOM,Telat
Peyton Edley,Wanita,Kos,True,Beasiswa,2007,Jakarta,Kewirausahaan,True,5.5,FT,Telat
Peyton Khan,Pria,Orang Tua,False,Mandiri,2007,Serang,Seni,False,6.5,FTI,Telat
Peyton Moore,Wanita,Kos,True,Beasiswa,2007,Bogor,Olahraga,False,6.5,FTI,Telat
Peyton Norburn,Wanita,Sendiri,True,Beasiswa,2009,Serang,Keilmuan,True,4.0,FTI,Tepat Waktu
Peyton Riley,Wanita,Sendiri,False,Beasiswa,2007,Serang,Kewirausahaan,False,7.0,FIKOM,Telat
Peyton Rose,Pria,Sendiri,False,Orang Tua,2009,Bekasi,Tidak,True,5.0,FIKOM,Telat
Peyton Turner,Wanita,Sendiri,True,Mandiri,2008,Tangerang,Olahraga,False,7.0,FIKOM,Telat
Peyton Vaughan,Wanita,Orang Tua,True,Mandiri,2007,Jakarta,Kewirausahaan,True,7.0,DKV,Telat
Peyton Ward,Wanita,Kos,False,Mandiri,2008,Karawang,Seni,True,6.5,FISIP,Telat
Peyton Wilde,Pria,Sendiri,False,Orang Tua,2008,Tangerang,Seni,True,5.5,DKV,Telat
Peyton Woodcock,Wanita,Orang Tua,False,Orang Tua,2008,Tangerang,Seni,False,3.5,FTI,Cepat
Phillip Asher,Wanita,Kos,False,Beasiswa,2007,Jakarta,Keilmuan,True,6.5,DKV,Telat
Phillip Avery,Wanita,Kos,True,Mandiri,2008,Bekasi,Seni,False,6.5,FTI,Telat
Phillip Bell,Wanita,Sendiri,False,Beasiswa,2007,Karawang,Tidak,True,3.5,DKV,Cepat
Phillip Brennan,Pria,Orang Tua,True,Orang Tua,2007,Bogor,Seni,False,5.5,DKV,Telat
Phillip Calderwood,Pria,Sendiri,False,Orang Tua,2007,Tangerang,Tidak,False,7.0,FISIP,Telat
Phillip Campbell,Wanita,Kos,True,Beasiswa,2008,Bekasi,Tidak,False,5.5,FT,Telat
Phillip Carter,Pria,Kos,False,Beasiswa,2009,Bogor,Seni,True,4.5,FT,Telat
Phillip Cobb,Pria,Kos,True,Orang Tua,2008,Serang,Tidak,False,4.0,FTI,Tepat Waktu
Phillip Cox,Wanita,Sendiri,True,Beasiswa,2007,Serang,Olahraga,True,6.5,FISIP,Telat
Phillip Dwyer,Wanita,Orang Tua,False,Beasiswa,2009,Jakarta,Kewirausahaan,True,4.5,FIKOM,Telat
Phillip Egerton,Wanita,Kos,True,Beasiswa,2008,Tangerang,Olahraga,False,5.0,FT,Telat
Phillip Evans,Pria,Sendiri,True,Beasiswa,2007,Serang,Kewirausahaan,False,6.0,DKV,Telat
Phillip Exton,Wanita,Orang Tua,True,Beasiswa,2007,Bogor,Kewirausahaan,True,4.5,FIKOM,Telat
Phillip Farrow,Pria,Sendiri,True,Orang Tua,2007,Bogor,Kewirausahaan,False,5.5,FT,Telat
Phillip Fulton,Pria,Sendiri,False,Mandiri,2009,Bekasi,Keilmuan,True,7.0,DKV,Telat
Phillip Furnell,Wanita,Sendiri,True,Mandiri,2007,Bogor,Kewirausahaan,True,6.5,FTI,Telat
Phillip Griffiths,Wanita,Sendiri,False,Beasiswa,2007,Bogor,Kewirausahaan,False,5.5,FISIP,Telat
Phillip Healy,Wanita,Sendiri,False,Beasiswa,2008,Bekasi,Seni,False,4.5,DKV,Telat
Phillip Jenkins,Wanita,Orang Tua,True,Orang Tua,2008,Serang,Seni,False,5.5,DKV,Telat
Phillip Kennedy,Pria,Sendiri,False,Mandiri,2009,Tangerang,Tidak,True,4.5,FISIP,Telat
Phillip Khan,Pria,Kos,True,Beasiswa,2009,Serang,Seni,False,6.0,FIKOM,Telat
Phillip King,Pria,Sendiri,True,Mandiri,2009,Jakarta,Tidak,False,6.0,FTI,Telat
Phillip Morrow,Pria,Orang Tua,False,Orang Tua,2007,Tangerang,Kewirausahaan,True,7.0,DKV,Telat
Phillip Mould,Wanita,Kos,False,Mandiri,2009,Jakarta,Seni,True,5.5,FIKOM,Telat
Phillip Newman,Wanita,Kos,True,Beasiswa,2009,Karawang,Keilmuan,False,3.5,FIKOM,Cepat
Phillip Norris,Wanita,Orang Tua,False,Orang Tua,2007,Serang,Olahraga,False,6.5,FIKOM,Telat
Phillip Ogilvy,Pria,Kos,False,Orang Tua,2009,Tangerang,Keilmuan,True,6.0,DKV,Telat
Phillip Oldfield,Pria,Orang Tua,False,Beasiswa,2009,Karawang,Kewirausahaan,False,4.5,FIKOM,Telat
Phillip Owen,Wanita,Kos,True,Orang Tua,2009,Serang,Keilmuan,False,6.0,FTI,Telat
Phillip Palmer,Pria,Sendiri,True,Beasiswa,2008,Serang,Tidak,False,5.5,FT,Telat
Phillip Parr,Wanita,Orang Tua,False,Mandiri,2007,Serang,Seni,True,4.0,FIKOM,Tepat Waktu
Phillip Pope,Pria,Kos,True,Orang Tua,2007,Jakarta,Kewirausahaan,True,4.5,FTI,Telat
Phillip Potter,Wanita,Sendiri,True,Mandiri,2008,Karawang,Keilmuan,True,6.5,FTI,Telat
Phillip Randall,Pria,Orang Tua,False,Orang Tua,2008,Tangerang,Seni,True,6.0,FTI,Telat
Phillip Rehman,Wanita,Kos,False,Orang Tua,2008,Tangerang,Tidak,True,6.5,FISIP,Telat
Phillip Rixon,Pria,Sendiri,True,Mandiri,2007,Bekasi,Kewirausahaan,False,7.0,FTI,Telat
Phillip Rose,Wanita,Sendiri,True,Beasiswa,2007,Jakarta,Seni,False,4.5,DKV,Telat
Phillip Shelton,Pria,Orang Tua,False,Orang Tua,2008,Karawang,Keilmuan,False,5.5,FTI,Telat
Phillip Slater,Wanita,Sendiri,False,Orang Tua,2008,Bekasi,Kewirausahaan,True,4.0,FT,Tepat Waktu
Phillip Speed,Pria,Orang Tua,True,Orang Tua,2009,Serang,Olahraga,True,6.0,DKV,Telat
Phillip Stone,Pria,Kos,True,Beasiswa,2008,Serang,Kewirausahaan,True,7.0,FTI,Telat
Phillip Strong,Pria,Sendiri,True,Beasiswa,2009,Karawang,Seni,True,4.0,DKV,Tepat Waktu
Phillip Summers,Wanita,Sendiri,False,Beasiswa,2008,Bogor,Olahraga,False,6.5,FTI,Telat
Phillip Uttridge,Pria,Sendiri,True,Beasiswa,2007,Bekasi,Kewirausahaan,True,6.0,DKV,Telat
Phillip Vallins,Pria,Orang Tua,True,Mandiri,2009,Jakarta,Keilmuan,False,7.0,DKV,Telat
Phillip Walker,Pria,Kos,True,Mandiri,2007,Tangerang,Keilmuan,False,3.5,DKV,Cepat
Phillip Walsh,Wanita,Sendiri,True,Mandiri,2009,Bekasi,Kewirausahaan,True,5.5,FTI,Telat
Phillip Ward,Wanita,Sendiri,False,Mandiri,2008,Tangerang,Tidak,True,6.0,FT,Telat
Phillip Whittle,Pria,Orang Tua,True,Orang Tua,2008,Bogor,Olahraga,True,4.5,DKV,Telat
Phillip Williams,Wanita,Sendiri,False,Beasiswa,2008,Bekasi,Seni,True,6.5,FISIP,Telat
Phoebe Eyres,Pria,Sendiri,True,Beasiswa,2007,Jakarta,Keilmuan,True,6.5,FISIP,Telat
Phoebe Fox,Pria,Kos,False,Orang Tua,2007,Bogor,Olahraga,False,6.0,DKV,Telat
Phoebe Goldsmith,Wanita,Orang Tua,True,Beasiswa,2009,Jakarta,Tidak,False,7.0,FTI,Telat
Phoebe Harper,Pria,Orang Tua,False,Orang Tua,2009,Bogor,Seni,False,7.0,FIKOM,Telat
Phoebe Kaur,Wanita,Orang Tua,False,Beasiswa,2007,Tangerang,Kewirausahaan,True,6.0,FT,Telat
Phoebe Lynch,Pria,Sendiri,False,Orang Tua,2008,Bogor,Kewirausahaan,False,5.0,FTI,Telat
Phoebe Neal,Pria,Kos,True,Mandiri,2007,Bekasi,Olahraga,False,4.0,FISIP,Tepat Waktu
Phoebe Rowlands,Pria,Kos,False,Mandiri,2009,Tangerang,Kewirausahaan,True,4.5,FTI,Telat
Phoebe Snow,Wanita,Orang Tua,False,Mandiri,2008,Karawang,Seni,True,5.0,DKV,Telat
Phoebe Watt,Wanita,Orang Tua,True,Mandiri,2009,Bogor,Seni,True,5.0,FTI,Telat
Phoebe Wood,Pria,Sendiri,True,Beasiswa,2009,Bekasi,Olahraga,True,4.5,FTI,Telat
Piper Abbot,Wanita,Orang Tua,True,Mandiri,2009,Serang,Keilmuan,True,6.5,FIKOM,Telat
Piper Baldwin,Pria,Orang Tua,False,Orang Tua,2007,Jakarta,Kewirausahaan,False,5.0,DKV,Telat
Piper Brown,Wanita,Orang Tua,False,Beasiswa,2009,Jakarta,Kewirausahaan,True,4.0,DKV,Tepat Waktu
Piper Coleman,Wanita,Kos,True,Beasiswa,2007,Bogor,Kewirausahaan,False,6.0,FISIP,Telat
Piper Corbett,Wanita,Sendiri,False,Mandiri,2009,Bekasi,Seni,False,5.0,FIKOM,Telat
Piper Craig,Wanita,Orang Tua,False,Orang Tua,2008,Serang,Olahraga,True,5.0,FTI,Telat
Piper Hooper,Wanita,Kos,False,Orang Tua,2009,Serang,Keilmuan,True,6.0,FIKOM,Telat
Piper Kirby,Wanita,Sendiri,False,Beasiswa,2009,Bekasi,Seni,True,6.0,FISIP,Telat
Piper Lewis,Pria,Kos,True,Beasiswa,2008,Serang,Tidak,False,5.0,FTI,Telat
Piper Newman,Wanita,Kos,True,Beasiswa,2009,Bogor,Keilmuan,True,5.5,FIKOM,Telat
Piper Overson,Pria,Sendiri,True,Beasiswa,2008,Bogor,Kewirausahaan,True,6.5,FIKOM,Telat
Piper Rixon,Wanita,Orang Tua,False,Orang Tua,2007,Bekasi,Keilmuan,False,7.0,FT,Telat
Piper Rose,Pria,Kos,True,Beasiswa,2007,Serang,Olahraga,False,5.0,FISIP,Telat
Piper Sawyer,Pria,Sendiri,False,Mandiri,2007,Bogor,Kewirausahaan,False,7.0,DKV,Telat
Piper Summers,Pria,Sendiri,False,Mandiri,2008,Karawang,Tidak,False,5.0,DKV,Telat
Piper Turner,Wanita,Orang Tua,False,Beasiswa,2009,Serang,Olahraga,False,5.0,FTI,Telat
Piper Vallory,Pria,Orang Tua,True,Mandiri,2007,Tangerang,Seni,False,3.5,FT,Cepat
Piper White,Wanita,Sendiri,False,Orang Tua,2008,Jakarta,Kewirausahaan,True,6.0,FTI,Telat
Priscilla Abbot,Pria,Sendiri,False,Orang Tua,2008,Bogor,Seni,False,5.0,FTI,Telat
Priscilla Atkinson,Wanita,Kos,False,Mandiri,2007,Tangerang,Keilmuan,False,7.0,FT,Telat
Priscilla Bryson,Wanita,Kos,False,Beasiswa,2008,Serang,Olahraga,True,4.5,FTI,Telat
Priscilla Cameron,Pria,Kos,True,Beasiswa,2008,Karawang,Tidak,False,5.5,FISIP,Telat
Priscilla Flynn,Wanita,Sendiri,False,Orang Tua,2007,Jakarta,Olahraga,False,4.5,FIKOM,Telat
Priscilla Goldsmith,Wanita,Orang Tua,True,Beasiswa,2009,Jakarta,Seni,True,7.0,FTI,Telat
Priscilla Gosling,Wanita,Sendiri,False,Mandiri,2008,Serang,Olahraga,True,7.0,FT,Telat
Priscilla Jenkin,Wanita,Orang Tua,False,Orang Tua,2007,Serang,Keilmuan,False,6.0,DKV,Telat
Priscilla Larsen,Pria,Orang Tua,True,Mandiri,2008,Bogor,Kewirausahaan,False,4.5,DKV,Telat
Priscilla Latham,Pria,Kos,True,Beasiswa,2008,Bekasi,Kewirausahaan,True,5.0,FTI,Telat
Priscilla Michael,Pria,Orang Tua,True,Beasiswa,2009,Bekasi,Seni,False,4.5,FISIP,Telat
Priscilla Moss,Pria,Sendiri,False,Mandiri,2008,Bogor,Kewirausahaan,True,5.0,FISIP,Telat
Priscilla Rehman,Wanita,Kos,False,Beasiswa,2007,Serang,Keilmuan,True,4.5,FTI,Telat
Priscilla Rivers,Pria,Orang Tua,True,Orang Tua,2009,Karawang,Keilmuan,True,4.5,FIKOM,Telat
Priscilla Snell,Wanita,Orang Tua,True,Orang Tua,2007,Tangerang,Keilmuan,True,5.5,DKV,Telat
Priscilla Stevenson,Wanita,Sendiri,False,Beasiswa,2009,Tangerang,Olahraga,False,4.5,FIKOM,Telat
Priscilla Strong,Pria,Sendiri,False,Orang Tua,2007,Tangerang,Seni,True,5.5,DKV,Telat
Priscilla Whittle,Wanita,Sendiri,True,Orang Tua,2009,Serang,Olahraga,True,6.5,FIKOM,Telat
Priscilla Wright,Wanita,Kos,True,Orang Tua,2007,Tangerang,Olahraga,False,7.0,FTI,Telat
Quinn Cobb,Pria,Sendiri,False,Beasiswa,2009,Tangerang,Keilmuan,True,4.0,FISIP,Tepat Waktu
Quinn Duvall,Wanita,Orang Tua,True,Mandiri,2009,Serang,Olahraga,False,5.5,DKV,Telat
Quinn Holmes,Wanita,Kos,True,Orang Tua,2007,Bekasi,Kewirausahaan,True,3.5,FIKOM,Cepat
Quinn Ingham,Wanita,Sendiri,False,Mandiri,2008,Serang,Tidak,True,3.5,DKV,Cepat
Quinn Matthews,Wanita,Orang Tua,False,Beasiswa,2009,Bogor,Olahraga,False,3.5,FTI,Cepat
Quinn Mills,Wanita,Orang Tua,True,Orang Tua,2009,Jakarta,Keilmuan,False,6.0,FIKOM,Telat
Quinn Nelson,Pria,Sendiri,True,Beasiswa,2008,Karawang,Seni,True,5.5,FT,Telat
Quinn Overson,Pria,Orang Tua,False,Mandiri,2009,Jakarta,Kewirausahaan,False,5.0,FTI,Telat
Quinn Reyes,Pria,Orang Tua,True,Beasiswa,2008,Jakarta,Seni,False,7.0,DKV,Telat
Quinn Sloan,Wanita,Orang Tua,True,Beasiswa,2009,Jakarta,Olahraga,False,6.0,FISIP,Telat
Quinn Speed,Wanita,Sendiri,False,Mandiri,2009,Karawang,Keilmuan,True,7.0,FT,Telat
Quinn Stevenson,Wanita,Orang Tua,True,Beasiswa,2007,Tangerang,Kewirausahaan,False,4.0,FISIP,Tepat Waktu
Quinn Tutton,Wanita,Kos,True,Mandiri,2007,Serang,Kewirausahaan,True,4.5,FISIP,Telat
Quinn Windsor,Pria,Sendiri,False,Orang Tua,2007,Jakarta,Kewirausahaan,False,4.5,FTI,Telat
Rachael Antcliff,Wanita,Sendiri,False,Mandiri,2007,Karawang,Seni,False,4.0,DKV,Tepat Waktu
Rachael Gonzales,Pria,Orang Tua,True,Mandiri,2008,Karawang,Seni,True,4.0,FIKOM,Tepat Waktu
Rachael Gordon,Pria,Kos,True,Mandiri,2008,Karawang,Seni,False,4.5,FISIP,Telat
Rachael Ianson,Wanita,Orang Tua,True,Beasiswa,2009,Bogor,Keilmuan,True,3.5,FT,Cepat
Rachael Kelly,Pria,Kos,False,Orang Tua,2009,Serang,Tidak,False,3.5,FIKOM,Cepat
Rachael Milner,Wanita,Sendiri,True,Beasiswa,2009,Serang,Kewirausahaan,False,6.5,FT,Telat
Rachael Parr,Wanita,Orang Tua,True,Beasiswa,2008,Serang,Tidak,False,6.5,FIKOM,Telat
Rachael Rodgers,Pria,Orang Tua,False,Beasiswa,2007,Bekasi,Seni,True,5.5,FTI,Telat
Rachael Rose,Wanita,Kos,False,Beasiswa,2007,Tangerang,Kewirausahaan,False,6.0,DKV,Telat
Rachael Upsdell,Wanita,Kos,True,Orang Tua,2007,Bekasi,Keilmuan,True,6.5,DKV,Telat
Rachael Wilton,Wanita,Kos,False,Mandiri,2009,Bogor,Seni,True,4.5,FT,Telat
Rae Brooks,Wanita,Sendiri,False,Orang Tua,2007,Karawang,Kewirausahaan,False,6.0,FTI,Telat
Rae Coll,Wanita,Kos,True,Mandiri,2009,Bogor,Kewirausahaan,False,4.5,FTI,Telat
Rae Connor,Wanita,Sendiri,False,Beasiswa,2008,Tangerang,Kewirausahaan,True,4.5,DKV,Telat
Rae Cooper,Pria,Sendiri,True,Mandiri,2008,Tangerang,Tidak,False,7.0,FTI,Telat
Rae Ellis,Pria,Kos,False,Beasiswa,2008,Tangerang,Seni,False,5.0,FT,Telat
Rae Groves,Pria,Sendiri,False,Orang Tua,2007,Jakarta,Seni,False,6.5,DKV,Telat
Rae Knight,Wanita,Kos,True,Beasiswa,2009,Jakarta,Seni,True,4.0,FISIP,Tepat Waktu
Rae Lunt,Wanita,Kos,True,Beasiswa,2008,Serang,Kewirausahaan,False,3.5,DKV,Cepat
Rae Marshall,Pria,Kos,True,Orang Tua,2007,Serang,Tidak,True,5.0,FT,Telat
Rae Martin,Pria,Sendiri,False,Orang Tua,2009,Bogor,Tidak,True,6.0,FIKOM,Telat
Rae Shepherd,Wanita,Kos,False,Beasiswa,2009,Karawang,Olahraga,True,4.5,FT,Telat
Rae Spencer,Pria,Sendiri,False,Mandiri,2008,Jakarta,Olahraga,True,7.0,FTI,Telat
Rae Stevenson,Pria,Orang Tua,False,Mandiri,2008,Karawang,Olahraga,False,5.5,FT,Telat
Rae Thatcher,Pria,Orang Tua,False,Beasiswa,2009,Tangerang,Kewirausahaan,True,5.5,FIKOM,Telat
Rae Upsdell,Wanita,Kos,False,Mandiri,2007,Bekasi,Tidak,False,4.0,FISIP,Tepat Waktu
Rae Wood,Wanita,Sendiri,True,Orang Tua,2007,Serang,Kewirausahaan,True,3.5,DKV,Cepat
Ramon Adams,Pria,Orang Tua,True,Orang Tua,2007,Serang,Keilmuan,False,7.0,FTI,Telat
Ramon Addley,Wanita,Sendiri,True,Mandiri,2008,Jakarta,Tidak,True,4.0,FT,Tepat Waktu
Ramon Andrews,Wanita,Sendiri,True,Beasiswa,2009,Tangerang,Kewirausahaan,True,6.5,FT,Telat
Ramon Appleton,Pria,Orang Tua,True,Beasiswa,2007,Serang,Seni,False,5.5,FT,Telat
Ramon Armstrong,Wanita,Sendiri,True,Beasiswa,2009,Jakarta,Olahraga,False,4.5,DKV,Telat
Ramon Bingham,Pria,Sendiri,False,Beasiswa,2008,Bogor,Keilmuan,True,6.5,FTI,Telat
Ramon Briggs,Pria,Orang Tua,False,Beasiswa,2007,Jakarta,Seni,False,4.0,FIKOM,Tepat Waktu
Ramon Butler,Wanita,Sendiri,False,Orang Tua,2008,Tangerang,Kewirausahaan,False,7.0,FIKOM,Telat
Ramon Callan,Wanita,Kos,True,Beasiswa,2007,Tangerang,Tidak,False,7.0,DKV,Telat
Ramon Carter,Wanita,Sendiri,False,Beasiswa,2009,Serang,Keilmuan,True,7.0,FISIP,Telat
Ramon Clark,Pria,Kos,False,Beasiswa,2008,Serang,Olahraga,True,5.5,FIKOM,Telat
Ramon Crawley,Pria,Orang Tua,False,Mandiri,2008,Karawang,Keilmuan,False,5.0,FIKOM,Telat
Ramon Dallas,Pria,Orang Tua,False,Beasiswa,2009,Bekasi,Seni,False,6.0,FISIP,Telat
Ramon Dann,Wanita,Orang Tua,True,Beasiswa,2009,Karawang,Olahraga,False,6.0,FT,Telat
Ramon Devonport,Wanita,Sendiri,False,Mandiri,2009,Bogor,Kewirausahaan,True,3.5,DKV,Cepat
Ramon Dobson,Pria,Sendiri,False,Orang Tua,2007,Tangerang,Olahraga,True,6.5,FIKOM,Telat
Ramon Douglas,Pria,Sendiri,False,Mandiri,2007,Tangerang,Tidak,True,5.0,FIKOM,Telat
Ramon Dwyer,Pria,Kos,True,Orang Tua,2007,Bogor,Seni,False,4.0,FIKOM,Tepat Waktu
Ramon Eagle,Pria,Sendiri,True,Mandiri,2008,Bogor,Kewirausahaan,True,5.5,FISIP,Telat
Ramon Exton,Wanita,Sendiri,True,Orang Tua,2008,Bogor,Kewirausahaan,False,7.0,FTI,Telat
Ramon Farrell,Wanita,Sendiri,True,Mandiri,2007,Karawang,Olahraga,True,3.5,FISIP,Cepat
Ramon Faulkner,Pria,Kos,False,Orang Tua,2008,Tangerang,Olahraga,True,4.5,FIKOM,Telat
Ramon Flack,Pria,Kos,False,Orang Tua,2008,Jakarta,Seni,False,6.5,DKV,Telat
Ramon Gardner,Pria,Kos,True,Mandiri,2008,Tangerang,Olahraga,True,5.5,FTI,Telat
Ramon Gilmour,Pria,Sendiri,True,Beasiswa,2007,Serang,Seni,True,6.5,DKV,Telat
Ramon Gray,Wanita,Orang Tua,False,Orang Tua,2009,Serang,Seni,True,3.5,FIKOM,Cepat
Ramon Hamilton,Pria,Orang Tua,True,Beasiswa,2008,Bekasi,Tidak,True,3.5,FIKOM,Cepat
Ramon Holmes,Wanita,Kos,False,Beasiswa,2008,Tangerang,Tidak,True,7.0,FT,Telat
Ramon Hooper,Wanita,Kos,True,Mandiri,2008,Tangerang,Tidak,True,4.5,FT,Telat
Ramon Kelly,Pria,Sendiri,True,Beasiswa,2008,Bekasi,Keilmuan,False,4.0,FTI,Tepat Waktu
Ramon Kennedy,Wanita,Orang Tua,False,Beasiswa,2008,Serang,Olahraga,True,4.0,DKV,Tepat Waktu
Ramon Lee,Wanita,Sendiri,True,Orang Tua,2008,Serang,Kewirausahaan,False,4.5,FIKOM,Telat
Ramon Lowe,Pria,Orang Tua,False,Orang Tua,2009,Bogor,Seni,False,3.5,FIKOM,Cepat
Ramon Lyon,Wanita,Sendiri,True,Mandiri,2008,Bekasi,Keilmuan,False,4.5,FIKOM,Telat
Ramon Maxwell,Pria,Kos,True,Beasiswa,2007,Karawang,Seni,False,3.5,FTI,Cepat
Ramon Middleton,Wanita,Orang Tua,True,Mandiri,2008,Jakarta,Keilmuan,True,7.0,FISIP,Telat
Ramon Newman,Pria,Sendiri,False,Mandiri,2009,Bekasi,Kewirausahaan,False,5.0,FISIP,Telat
Ramon Nielson,Pria,Sendiri,True,Mandiri,2008,Bogor,Olahraga,False,5.0,FTI,Telat
Ramon Norburn,Pria,Orang Tua,False,Orang Tua,2008,Bogor,Olahraga,True,5.0,FIKOM,Telat
Ramon Paterson,Pria,Sendiri,False,Mandiri,2008,Jakarta,Kewirausahaan,True,4.0,FIKOM,Tepat Waktu
Ramon Pond,Wanita,Orang Tua,True,Mandiri,2008,Bekasi,Tidak,True,6.0,FIKOM,Telat
Ramon Ranks,Pria,Sendiri,False,Beasiswa,2007,Jakarta,Seni,True,5.5,FT,Telat
Ramon Richards,Pria,Kos,False,Orang Tua,2008,Bekasi,Kewirausahaan,False,7.0,FTI,Telat
Ramon Rodgers,Pria,Kos,False,Beasiswa,2007,Bekasi,Seni,True,7.0,FT,Telat
Ramon Saunders,Pria,Sendiri,False,Orang Tua,2007,Jakarta,Tidak,False,4.5,DKV,Telat
Ramon Shaw,Pria,Kos,True,Beasiswa,2009,Bekasi,Olahraga,True,5.5,FIKOM,Telat
Ramon Sherry,Pria,Sendiri,False,Mandiri,2007,Karawang,Keilmuan,False,5.0,FIKOM,Telat
Ramon Silva,Wanita,Kos,False,Orang Tua,2009,Tangerang,Kewirausahaan,False,5.5,FTI,Telat
Ramon Skinner,Pria,Sendiri,False,Mandiri,2008,Karawang,Kewirausahaan,True,5.0,FTI,Telat
Ramon Slater,Wanita,Orang Tua,True,Beasiswa,2009,Tangerang,Tidak,True,5.5,FISIP,Telat
Ramon Snow,Wanita,Sendiri,False,Beasiswa,2008,Bogor,Kewirausahaan,False,3.5,FISIP,Cepat
Ramon Stone,Pria,Orang Tua,False,Mandiri,2008,Serang,Tidak,True,3.5,DKV,Cepat
Ramon Todd,Pria,Kos,False,Orang Tua,2007,Bekasi,Seni,False,3.5,DKV,Cepat
Ramon Vallins,Wanita,Kos,False,Mandiri,2009,Karawang,Tidak,False,6.0,FTI,Telat
Ramon Ward,Wanita,Orang Tua,False,Mandiri,2009,Karawang,Keilmuan,False,7.0,FISIP,Telat
Ramon Warren,Pria,Sendiri,True,Mandiri,2008,Bekasi,Keilmuan,True,5.5,FISIP,Telat
Ramon Wilson,Wanita,Sendiri,True,Beasiswa,2007,Karawang,Kewirausahaan,True,4.0,FTI,Tepat Waktu
Ramon Woodcock,Pria,Sendiri,False,Mandiri,2008,Bogor,Kewirausahaan,False,6.5,FT,Telat
Ramon Wright,Wanita,Kos,True,Mandiri,2009,Bekasi,Seni,False,3.5,FIKOM,Cepat
Ramon Yang,Wanita,Sendiri,True,Orang Tua,2009,Bekasi,Keilmuan,True,3.5,FT,Cepat
Ramon York,Pria,Orang Tua,True,Beasiswa,2009,Karawang,Kewirausahaan,False,6.0,DKV,Telat
Raquel Ashley,Wanita,Kos,False,Mandiri,2008,Bogor,Tidak,True,6.0,FT,Telat
Raquel Button,Wanita,Orang Tua,False,Mandiri,2009,Tangerang,Seni,False,6.0,FISIP,Telat
Raquel Campbell,Pria,Orang Tua,False,Mandiri,2009,Bogor,Olahraga,True,5.5,DKV,Telat
Raquel Edwards,Wanita,Sendiri,False,Mandiri,2009,Bekasi,Kewirausahaan,True,5.0,FIKOM,Telat
Raquel Farrow,Wanita,Orang Tua,True,Mandiri,2008,Karawang,Seni,False,5.0,FTI,Telat
Raquel Forester,Pria,Sendiri,True,Beasiswa,2009,Serang,Tidak,True,5.5,FISIP,Telat
Raquel Gilmour,Wanita,Sendiri,False,Orang Tua,2008,Jakarta,Tidak,True,4.0,DKV,Tepat Waktu
Raquel Healy,Wanita,Sendiri,False,Orang Tua,2008,Bekasi,Keilmuan,True,4.0,FISIP,Tepat Waktu
Raquel Irwin,Wanita,Kos,False,Mandiri,2009,Bogor,Olahraga,True,5.0,FT,Telat
Raquel Jacobs,Wanita,Kos,False,Mandiri,2007,Serang,Tidak,False,6.0,FT,Telat
Raquel Mccall,Pria,Sendiri,False,Mandiri,2009,Bekasi,Keilmuan,True,6.5,FIKOM,Telat
Raquel Myatt,Pria,Sendiri,False,Orang Tua,2009,Serang,Tidak,False,6.0,FT,Telat
Raquel Oakley,Wanita,Kos,True,Mandiri,2009,Tangerang,Kewirausahaan,False,3.5,DKV,Cepat
Raquel Saunders,Pria,Sendiri,True,Orang Tua,2008,Karawang,Keilmuan,True,4.0,DKV,Tepat Waktu
Raquel Savage,Wanita,Orang Tua,False,Beasiswa,2008,Karawang,Keilmuan,True,5.0,DKV,Telat
Raquel Thornton,Pria,Sendiri,True,Orang Tua,2007,Tangerang,Seni,False,4.0,FT,Tepat Waktu
Raquel Vangness,Wanita,Orang Tua,False,Mandiri,2008,Karawang,Kewirausahaan,True,4.5,DKV,Telat
Raquel Walter,Pria,Sendiri,True,Beasiswa,2008,Bogor,Kewirausahaan,False,3.5,FISIP,Cepat
Raquel Warren,Wanita,Orang Tua,False,Beasiswa,2007,Jakarta,Kewirausahaan,True,6.0,DKV,Telat
Rebecca Davies,Wanita,Kos,True,Mandiri,2008,Serang,Tidak,False,3.5,FIKOM,Cepat
Rebecca Denton,Wanita,Sendiri,False,Mandiri,2007,Bogor,Kewirausahaan,False,5.5,FIKOM,Telat
Rebecca Ebbs,Wanita,Orang Tua,False,Mandiri,2009,Bekasi,Kewirausahaan,True,7.0,FISIP,Telat
Rebecca Foxley,Pria,Kos,True,Mandiri,2008,Karawang,Tidak,True,5.5,FISIP,Telat
